Timestamp                       Thread     Type        Activity             PID    TTL  
2026-01-26 20:37:21.435447+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:Common] FBSWorkspace registering source: com.apple.frontboard.systemappservices
2026-01-26 20:37:21.436925+0100 0x1ac3467  Activity    0x63c2b51            30686  0    iosApp: (RunningBoardServices) didChangeInheritances
2026-01-26 20:37:21.437240+0100 0x1ac346b  Default     0x0                  30686  0    iosApp: (RunningBoardServices) [com.apple.runningboard:connection] Handshake succeeded
2026-01-26 20:37:21.437261+0100 0x1ac346b  Default     0x0                  30686  0    iosApp: (RunningBoardServices) [com.apple.runningboard:connection] Identity resolved as app<com.ogabassey.contactscleaner.iosApp((null))>
2026-01-26 20:37:21.437532+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x600002106030>
2026-01-26 20:37:21.437622+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x6000017149c0>: taskID = 1, taskName = Launch Background Task for Coalescing, creationTime = 375698 (elapsed = 0).
2026-01-26 20:37:21.437674+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:Common] FBSWorkspace connected to endpoint : <BSServiceConnectionEndpoint: 0x600000214820; target: com.apple.frontboard.systemappservices; service: com.apple.frontboard.workspace-service>
2026-01-26 20:37:21.437767+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UIApplicationSceneKeyboardSettings on FBSSceneSettings
2026-01-26 20:37:21.437853+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:Common] <FBSWorkspaceScenesClient:0x600003020000 com.apple.frontboard.systemappservices> attempting immediate handshake from activate
2026-01-26 20:37:21.437910+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:Common] <FBSWorkspaceScenesClient:0x600003020000 com.apple.frontboard.systemappservices> sent handshake
2026-01-26 20:37:21.438195+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (RunningBoardServices) [com.apple.runningboard:general] Added observer for process assertions expiration warning: <_RBSExpirationWarningClient: 0x60000020df40>
2026-01-26 20:37:21.438265+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneOcclusionSettings> on FBSSceneSettings
2026-01-26 20:37:21.438543+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneInterfaceProtectionSettings> on FBSSceneSettings
2026-01-26 20:37:21.438757+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneLayoutPreferencesHostSettingsExtension on FBSSceneSettings
2026-01-26 20:37:21.438915+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneSafeAreaSettingsExtension on FBSSceneSettings
2026-01-26 20:37:21.439299+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneLayoutPreferenceClientSettingsExtension on FBSSceneClientSettings
2026-01-26 20:37:21.439483+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UIHomeAffordanceHostSceneSettings> on FBSSceneSettings
2026-01-26 20:37:21.439599+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISystemShellSceneHostingEnvironmentSettings on FBSSceneSettings
2026-01-26 20:37:21.439811+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneRenderingEnvironmentSettings on FBSSceneSettings
2026-01-26 20:37:21.439997+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneRenderingEnvironmentClientSettings> on FBSSceneClientSettings
2026-01-26 20:37:21.440059+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneTransitioningHostSettings> on FBSSceneSettings
2026-01-26 20:37:21.440204+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneFocusSystemSettings> on FBSSceneSettings
2026-01-26 20:37:21.440271+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneOrientationSettingsExtension on FBSSceneSettings
2026-01-26 20:37:21.440331+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneOrientationClientSettingsExtension on FBSSceneClientSettings
2026-01-26 20:37:21.440466+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneWindowingControlClientSettings on FBSSceneClientSettings
2026-01-26 20:37:21.440659+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingContentSizePreferenceClientSettings> on FBSSceneClientSettings
2026-01-26 20:37:21.440744+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneHostingTraitCollectionPropagationSettings on FBSSceneSettings
2026-01-26 20:37:21.440983+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:UIScreen] Evaluated capturing state as 0 on <UIScreen: 0x103904140> for initial
2026-01-26 20:37:21.441070+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingSheetPresentationSettings> on FBSSceneSettings
2026-01-26 20:37:21.441142+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:UIScreen] Evaluated capturing state as 0 on <UIScreen: 0x103904140> for CADisplay KVO
2026-01-26 20:37:21.441287+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingSheetPresentationClientSettings> on FBSSceneClientSettings
2026-01-26 20:37:21.441386+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingEventDeferringSettings> on FBSSceneSettings
2026-01-26 20:37:21.441625+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <UIKit__UITypedKeyValueSceneSettings> on FBSSceneSettings
2026-01-26 20:37:21.441859+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <UIKit__UITypedKeyValueSceneSettings> on FBSSceneClientSettings
2026-01-26 20:37:21.441972+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingViewControllerPreferencePropagationClientSettings> on FBSSceneClientSettings
2026-01-26 20:37:21.442067+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneZoomTransitionSettings> on FBSSceneSettings
2026-01-26 20:37:21.442189+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (libAccessibility.dylib) [com.apple.Accessibility:AXSupportCommon] Read CategoryName: per-app = 1, category name = (null)
2026-01-26 20:37:21.442402+0100 0x1ac3474  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneSettingsCore on FBSSceneSettings
2026-01-26 20:37:21.442450+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (libAccessibility.dylib) [com.apple.Accessibility:AXSupportCommon] Read CategoryName: per-app = 0, category name = (null)
2026-01-26 20:37:21.442926+0100 0x1ac3474  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneClientSettingsCore on FBSSceneClientSettings
2026-01-26 20:37:21.445810+0100 0x1ac3474  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] UIMutableApplicationSceneSettings setting counterpart class: UIApplicationSceneSettings
2026-01-26 20:37:21.446033+0100 0x1ac3474  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] UIMutableApplicationSceneClientSettings setting counterpart class: UIApplicationSceneClientSettings
2026-01-26 20:37:21.446060+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] Registering for test daemon availability notify post.
2026-01-26 20:37:21.446151+0100 0x1ac3474  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneTransitionContextCore on FBSSceneTransitionContext
2026-01-26 20:37:21.446233+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2026-01-26 20:37:21.446362+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2026-01-26 20:37:21.446468+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2026-01-26 20:37:21.447135+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 11; deactivation reasons: 1024 -> 3072; animating application lifecycle event: 0
2026-01-26 20:37:21.448284+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason removed: 10; deactivation reasons: 3072 -> 2048; animating application lifecycle event: 0
2026-01-26 20:37:21.448809+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:EventBus] Event Timing Profile for Touch: not found, path="/System/Library/EventTimingProfiles/Sim.Touch.plist"
2026-01-26 20:37:21.448849+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:EventBus] Event Timing Profile for Pencil: not found, path="/System/Library/EventTimingProfiles/Sim.Pencil.plist"
2026-01-26 20:37:21.448891+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:UpdateScheduler] Selected display: name=LCD (PurpleMain), id=1
2026-01-26 20:37:21.450999+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x103f062c0] activating connection: mach=true listener=false peer=false name=com.apple.lsd.mapdb
2026-01-26 20:37:21.484630+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (BoardServices) [com.apple.BoardServices:XPCErrors] [C:2] Alloc com.apple.backboard.hid-services.xpc
2026-01-26 20:37:21.484718+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x103d060f0] activating connection: mach=false listener=false peer=false name=(anonymous)
2026-01-26 20:37:21.485433+0100 0x1ac3478  Default     0x0                  30686  0    iosApp: (BackBoardServices) [com.apple.BackBoard:EventDelivery] BKSHIDEventDeliveryManager - connection activation
2026-01-26 20:37:21.487350+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 5; deactivation reasons: 2048 -> 2080; animating application lifecycle event: 1
2026-01-26 20:37:21.487622+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Should send trait collection or coordinate space update, interface style 1 -> 1, <UIWindowScene: 0x106004a30> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 20:37:21.488143+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x106004a30> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 20:37:21.488238+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:HomeAffordanceObservation] Initializing: <_UIHomeAffordanceSceneNotifier: 0x600002920380>; with scene: <UIWindowScene: 0x106004a30>
2026-01-26 20:37:21.488318+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (BacklightServices) [com.apple.BacklightServices:scenes] 0x600000c286c0 setDelegate:<0x600000c282d0 _UIBacklightEnvironment> hasDelegate:YES for environment:sceneID:com.ogabassey.contactscleaner.iosApp-default
2026-01-26 20:37:21.488621+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x106004a30> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 20:37:21.488669+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x6000029204d0] Initialized with scene: <UIWindowScene: 0x106004a30>; behavior: <_UIEventDeferringBehavior_iOS: 0x60000022a8e0>; availableForProcess: 1, systemShellManagesKeyboardFocus: 1
2026-01-26 20:37:21.490667+0100 0x1ac3478  Default     0x0                  30686  0    iosApp: (BackBoardServices) [com.apple.BackBoard:EventDelivery] BKSHIDEventObserver - connection activation
2026-01-26 20:37:21.490680+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (BackBoardServices) [com.apple.BackBoard:EventDelivery] policyStatus:<BKSHIDEventDeliveryPolicyObserver: 0x600002628360; process scope; status: target> was:none
2026-01-26 20:37:21.490810+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Setting default evaluation strategy for UIUserInterfaceIdiomPhone to LastOneWins
2026-01-26 20:37:21.490839+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Scene target of keyboard event deferring environment did change: 1; scene: UIWindowScene: 0x106004a30; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.ogabassey.contactscleaner.iosApp-default
2026-01-26 20:37:21.490886+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x6000029204d0] Scene target of event deferring environments did update: scene: 0x106004a30; current systemShellManagesKeyboardFocus: 1; systemShellManagesKeyboardFocusForScene: 1; eligibleForRecordRemoval: 1;
2026-01-26 20:37:21.490903+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Scene became target of keyboard event deferring environment: UIWindowScene: 0x106004a30; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.ogabassey.contactscleaner.iosApp-default
2026-01-26 20:37:21.490919+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Stack[KeyWindow] 0x600000c09a40: Taking no further action for migration from LastOneWins -> SystemShellManaged as there are no scenes
2026-01-26 20:37:21.490934+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Setting default evaluation strategy for UIUserInterfaceIdiomPhone to SystemShellManaged
2026-01-26 20:37:21.491082+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window needs update: 0; currentKeyWindowScene: 0x0; evaluatedKeyWindowScene: 0x106004a30; currentApplicationKeyWindow: 0x0; evaluatedApplicationKeyWindow: 0x0; reason: UIWindowScene: 0x106004a30: Window scene became target of keyboard environment
2026-01-26 20:37:21.491360+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x106004a30> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 20:37:21.491604+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x106004a30> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 20:37:21.492257+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x106004a30> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 20:37:21.523275+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:Orientation] <UIWindowScene: 0x106004a30> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B) Scene updated orientation preferences: none -> ( Pu )
2026-01-26 20:37:21.524801+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window API is scene-level: YES
2026-01-26 20:37:21.525018+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] UIWindowScene: 0x106004a30: Window became key in scene: UIWindow: 0x103d0ba80; contextId: 0x85043339: reason: UIWindowScene: 0x106004a30: Window requested to become key in scene: 0x103d0ba80
2026-01-26 20:37:21.525066+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window needs update: 1; currentKeyWindowScene: 0x0; evaluatedKeyWindowScene: 0x106004a30; currentApplicationKeyWindow: 0x0; evaluatedApplicationKeyWindow: 0x103d0ba80; reason: UIWindowScene: 0x106004a30: Window requested to become key in scene: 0x103d0ba80
2026-01-26 20:37:21.525119+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Window did become application key: UIWindow: 0x103d0ba80; contextId: 0x85043339; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.ogabassey.contactscleaner.iosApp-default
2026-01-26 20:37:21.525180+0100 0x1ac342c  Default     0x0                  30686  1    iosApp: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x6000029204d0] Begin local event deferring requested for token: 0x60000261dda0; environments: 1; reason: UIWindowScene: 0x106004a30: Begin event deferring in keyboardFocus for window: 0x103d0ba80
2026-01-26 20:37:21.526701+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x106004a30> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 20:37:21.527109+0100 0x1ac3478  Default     0x0                  30686  0    iosApp: (BackBoardServices) [com.apple.BackBoard:EventDelivery] policyStatus:<BKSHIDEventDeliveryPolicyObserver: 0x600002628360; token: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.ogabassey.contactscleaner.iosApp-default; status: ancestor> was:target
2026-01-26 20:37:21.527187+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:AppLifecycle] sceneOfRecord: sceneID: sceneID:com.ogabassey.contactscleaner.iosApp-default  persistentID: CA4837DB-9D3F-4EC6-9818-C2198C3F014B
2026-01-26 20:37:21.527399+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Ignoring already applied deactivation reason: 5; deactivation reasons: 2080
2026-01-26 20:37:21.527437+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 12; deactivation reasons: 2080 -> 6176; animating application lifecycle event: 1
2026-01-26 20:37:21.527513+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason removed: 11; deactivation reasons: 6176 -> 4128; animating application lifecycle event: 1
2026-01-26 20:37:21.527598+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneIntelligenceSupportSettings> on FBSSceneSettings
2026-01-26 20:37:21.528126+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] establishing connection to agent
2026-01-26 20:37:21.528200+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x106004a30> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 20:37:21.528646+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (libxpc.dylib) [com.apple.xpc:session] [0x600002103340] Session created.
2026-01-26 20:37:21.528661+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (libxpc.dylib) [com.apple.xpc:session] [0x600002103340] Session created from connection [0x103e05e80]
2026-01-26 20:37:21.528688+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x103e05e80] activating connection: mach=true listener=false peer=false name=com.apple.uiintelligencesupport.agent
2026-01-26 20:37:21.528781+0100 0x1ac3463  Default     0x0                  30686  0    iosApp: (libxpc.dylib) [com.apple.xpc:session] [0x600002103340] Session activated
2026-01-26 20:37:21.530621+0100 0x1ac342c  Activity    0x63c2b52            30686  0    iosApp: (CoreFoundation) Updating Key-Value Observers Of Preferences
2026-01-26 20:37:21.587674+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x106005b70] activating connection: mach=true listener=false peer=false name=com.apple.metal.simulator
2026-01-26 20:37:21.588540+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x103f096a0] activating connection: mach=true listener=false peer=false name=com.apple.metal.simulator
2026-01-26 20:37:21.588682+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x103f0f980] activating connection: mach=true listener=false peer=false name=com.apple.metal.simulator
2026-01-26 20:37:21.616645+0100 0x1ac3478  Default     0x0                  30686  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x103c0a300] activating connection: mach=true listener=false peer=false name=com.apple.fontservicesd
2026-01-26 20:37:21.626352+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] Reloading input views for key-window scene responder: <ComposeAppandroidx.compose.ui.window.UserInputView9: 0x103f0ffc0; frame = (0 0; 0 0); > force:N
2026-01-26 20:37:21.626980+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] _reloadInputViewsForKeyWindowSceneResponder: 1 force: 0, fromBecomeFirstResponder: 1 (automaticKeyboard: 1, reloadIdentifier: 382F8D62-9CA6-44C9-B041-F88A855A81AC)
2026-01-26 20:37:21.627028+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] _inputViewsForResponder: <ComposeAppandroidx.compose.ui.window.UserInputView9: 0x103f0ffc0; frame = (0 0; 0 0); >, automaticKeyboard: 1, force: 0
2026-01-26 20:37:21.627127+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] _inputViewsForResponder, found custom inputView: <(null): 0x0>, customInputViewController: <(null): 0x0>
2026-01-26 20:37:21.627158+0100 0x1ac342c  Default     0x0                  30686  0    iosApp: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] _inputViewsForResponder, found inputAccessoryView: <(null): 0x0>
