Filtering the log data using "process == "iosApp""
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-01-26 18:16:47.934720+0100 0x18b9deb  Default     0x0                  83618  0    iosApp: (RunningBoardServices) [com.apple.runningboard:connection] Identity resolved as app<com.ogabassey.contactscleaner.iosApp((null))>
2026-01-26 18:16:47.935002+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x600002102620>
2026-01-26 18:16:47.935084+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x600001721140>: taskID = 1, taskName = Launch Background Task for Coalescing, creationTime = 367264 (elapsed = 0).
2026-01-26 18:16:47.935192+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UIApplicationSceneKeyboardSettings on FBSSceneSettings
2026-01-26 18:16:47.936101+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneOcclusionSettings> on FBSSceneSettings
2026-01-26 18:16:47.936269+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneInterfaceProtectionSettings> on FBSSceneSettings
2026-01-26 18:16:47.936823+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneLayoutPreferencesHostSettingsExtension on FBSSceneSettings
2026-01-26 18:16:47.936983+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneSafeAreaSettingsExtension on FBSSceneSettings
2026-01-26 18:16:47.937358+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneLayoutPreferenceClientSettingsExtension on FBSSceneClientSettings
2026-01-26 18:16:47.937569+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UIHomeAffordanceHostSceneSettings> on FBSSceneSettings
2026-01-26 18:16:47.937676+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:Common] FBSWorkspace connected to endpoint : <BSServiceConnectionEndpoint: 0x60000021dbe0; target: com.apple.frontboard.systemappservices; service: com.apple.frontboard.workspace-service>
2026-01-26 18:16:47.937684+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISystemShellSceneHostingEnvironmentSettings on FBSSceneSettings
2026-01-26 18:16:47.937827+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:Common] <FBSWorkspaceScenesClient:0x600003008120 com.apple.frontboard.systemappservices> attempting immediate handshake from activate
2026-01-26 18:16:47.937862+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneRenderingEnvironmentSettings on FBSSceneSettings
2026-01-26 18:16:47.938008+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneRenderingEnvironmentClientSettings> on FBSSceneClientSettings
2026-01-26 18:16:47.937929+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:Common] <FBSWorkspaceScenesClient:0x600003008120 com.apple.frontboard.systemappservices> sent handshake
2026-01-26 18:16:47.938076+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneTransitioningHostSettings> on FBSSceneSettings
2026-01-26 18:16:47.938195+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (RunningBoardServices) [com.apple.runningboard:general] Added observer for process assertions expiration warning: <_RBSExpirationWarningClient: 0x60000021e100>
2026-01-26 18:16:47.938200+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneFocusSystemSettings> on FBSSceneSettings
2026-01-26 18:16:47.938526+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneOrientationSettingsExtension on FBSSceneSettings
2026-01-26 18:16:47.938612+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneOrientationClientSettingsExtension on FBSSceneClientSettings
2026-01-26 18:16:47.938837+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneWindowingControlClientSettings on FBSSceneClientSettings
2026-01-26 18:16:47.939095+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingContentSizePreferenceClientSettings> on FBSSceneClientSettings
2026-01-26 18:16:47.939259+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneHostingTraitCollectionPropagationSettings on FBSSceneSettings
2026-01-26 18:16:47.939507+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingSheetPresentationSettings> on FBSSceneSettings
2026-01-26 18:16:47.939645+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingSheetPresentationClientSettings> on FBSSceneClientSettings
2026-01-26 18:16:47.939788+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingEventDeferringSettings> on FBSSceneSettings
2026-01-26 18:16:47.940015+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <UIKit__UITypedKeyValueSceneSettings> on FBSSceneSettings
2026-01-26 18:16:47.940233+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <UIKit__UITypedKeyValueSceneSettings> on FBSSceneClientSettings
2026-01-26 18:16:47.940493+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingViewControllerPreferencePropagationClientSettings> on FBSSceneClientSettings
2026-01-26 18:16:47.940640+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneZoomTransitionSettings> on FBSSceneSettings
2026-01-26 18:16:47.940819+0100 0x18b9e00  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneSettingsCore on FBSSceneSettings
2026-01-26 18:16:47.941146+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:UIScreen] Evaluated capturing state as 0 on <UIScreen: 0x103c052c0> for initial
2026-01-26 18:16:47.941278+0100 0x18b9e00  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneClientSettingsCore on FBSSceneClientSettings
2026-01-26 18:16:47.941312+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:UIScreen] Evaluated capturing state as 0 on <UIScreen: 0x103c052c0> for CADisplay KVO
2026-01-26 18:16:47.942348+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (libAccessibility.dylib) [com.apple.Accessibility:AXSupportCommon] Read CategoryName: per-app = 1, category name = (null)
2026-01-26 18:16:47.942706+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (libAccessibility.dylib) [com.apple.Accessibility:AXSupportCommon] Read CategoryName: per-app = 0, category name = (null)
2026-01-26 18:16:47.943439+0100 0x18b9e00  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] UIMutableApplicationSceneSettings setting counterpart class: UIApplicationSceneSettings
2026-01-26 18:16:47.944333+0100 0x18b9e00  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] UIMutableApplicationSceneClientSettings setting counterpart class: UIApplicationSceneClientSettings
2026-01-26 18:16:47.944502+0100 0x18b9e00  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneTransitionContextCore on FBSSceneTransitionContext
2026-01-26 18:16:47.945847+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] Registering for test daemon availability notify post.
2026-01-26 18:16:47.951466+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2026-01-26 18:16:47.951795+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2026-01-26 18:16:47.951930+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2026-01-26 18:16:47.952927+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 11; deactivation reasons: 1024 -> 3072; animating application lifecycle event: 0
2026-01-26 18:16:47.954716+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason removed: 10; deactivation reasons: 3072 -> 2048; animating application lifecycle event: 0
2026-01-26 18:16:47.955188+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:EventBus] Event Timing Profile for Touch: not found, path="/System/Library/EventTimingProfiles/Sim.Touch.plist"
2026-01-26 18:16:47.955235+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:EventBus] Event Timing Profile for Pencil: not found, path="/System/Library/EventTimingProfiles/Sim.Pencil.plist"
2026-01-26 18:16:47.955287+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:UpdateScheduler] Selected display: name=LCD (PurpleMain), id=1
2026-01-26 18:16:47.956852+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 5; deactivation reasons: 2048 -> 2080; animating application lifecycle event: 1
2026-01-26 18:16:47.957110+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Should send trait collection or coordinate space update, interface style 1 -> 1, <UIWindowScene: 0x10390f8a0> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 18:16:47.957686+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10390f8a0> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 18:16:47.957790+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:HomeAffordanceObservation] Initializing: <_UIHomeAffordanceSceneNotifier: 0x6000029257a0>; with scene: <UIWindowScene: 0x10390f8a0>
2026-01-26 18:16:47.957866+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (BacklightServices) [com.apple.BacklightServices:scenes] 0x600000c1ecd0 setDelegate:<0x600000c1f4e0 _UIBacklightEnvironment> hasDelegate:YES for environment:sceneID:com.ogabassey.contactscleaner.iosApp-default
2026-01-26 18:16:47.958119+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10390f8a0> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 18:16:47.958172+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x6000029258f0] Initialized with scene: <UIWindowScene: 0x10390f8a0>; behavior: <_UIEventDeferringBehavior_iOS: 0x6000002179a0>; availableForProcess: 1, systemShellManagesKeyboardFocus: 1
2026-01-26 18:16:47.958404+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (BoardServices) [com.apple.BoardServices:XPCErrors] [C:2] Alloc com.apple.backboard.hid-services.xpc
2026-01-26 18:16:47.958467+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x103a044f0] activating connection: mach=false listener=false peer=false name=(anonymous)
2026-01-26 18:16:47.959506+0100 0x18b9dfd  Default     0x0                  83618  0    iosApp: (BackBoardServices) [com.apple.BackBoard:EventDelivery] BKSHIDEventObserver - connection activation
2026-01-26 18:16:47.959535+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (BackBoardServices) [com.apple.BackBoard:EventDelivery] policyStatus:<BKSHIDEventDeliveryPolicyObserver: 0x600002614ae0; process scope; status: target> was:none
2026-01-26 18:16:47.959604+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Setting default evaluation strategy for UIUserInterfaceIdiomPhone to LastOneWins
2026-01-26 18:16:47.959631+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Scene target of keyboard event deferring environment did change: 1; scene: UIWindowScene: 0x10390f8a0; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.ogabassey.contactscleaner.iosApp-default
2026-01-26 18:16:47.959676+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x6000029258f0] Scene target of event deferring environments did update: scene: 0x10390f8a0; current systemShellManagesKeyboardFocus: 1; systemShellManagesKeyboardFocusForScene: 1; eligibleForRecordRemoval: 1;
2026-01-26 18:16:47.959695+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Scene became target of keyboard event deferring environment: UIWindowScene: 0x10390f8a0; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.ogabassey.contactscleaner.iosApp-default
2026-01-26 18:16:47.959712+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Stack[KeyWindow] 0x600000c291a0: Taking no further action for migration from LastOneWins -> SystemShellManaged as there are no scenes
2026-01-26 18:16:47.959728+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Setting default evaluation strategy for UIUserInterfaceIdiomPhone to SystemShellManaged
2026-01-26 18:16:47.959767+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window needs update: 0; currentKeyWindowScene: 0x0; evaluatedKeyWindowScene: 0x10390f8a0; currentApplicationKeyWindow: 0x0; evaluatedApplicationKeyWindow: 0x0; reason: UIWindowScene: 0x10390f8a0: Window scene became target of keyboard environment
2026-01-26 18:16:47.959936+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10390f8a0> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 18:16:47.960217+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10390f8a0> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 18:16:47.960951+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10390f8a0> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 18:16:47.996087+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:Orientation] <UIWindowScene: 0x10390f8a0> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B) Scene updated orientation preferences: none -> ( Pu )
2026-01-26 18:16:47.997337+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window API is scene-level: YES
2026-01-26 18:16:47.997406+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] UIWindowScene: 0x10390f8a0: Window became key in scene: UIWindow: 0x100e08e50; contextId: 0x23AA6B23: reason: UIWindowScene: 0x10390f8a0: Window requested to become key in scene: 0x100e08e50
2026-01-26 18:16:47.997433+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window needs update: 1; currentKeyWindowScene: 0x0; evaluatedKeyWindowScene: 0x10390f8a0; currentApplicationKeyWindow: 0x0; evaluatedApplicationKeyWindow: 0x100e08e50; reason: UIWindowScene: 0x10390f8a0: Window requested to become key in scene: 0x100e08e50
2026-01-26 18:16:47.997468+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:KeyWindow] Window did become application key: UIWindow: 0x100e08e50; contextId: 0x23AA6B23; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.ogabassey.contactscleaner.iosApp-default
2026-01-26 18:16:47.997523+0100 0x18b9d62  Default     0x0                  83618  1    iosApp: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x6000029258f0] Begin local event deferring requested for token: 0x6000026105a0; environments: 1; reason: UIWindowScene: 0x10390f8a0: Begin event deferring in keyboardFocus for window: 0x100e08e50
2026-01-26 18:16:47.998002+0100 0x18b9dfd  Default     0x0                  83618  0    iosApp: (BackBoardServices) [com.apple.BackBoard:EventDelivery] BKSHIDEventDeliveryManager - connection activation
2026-01-26 18:16:47.999214+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10390f8a0> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 18:16:47.999285+0100 0x18b9dfd  Default     0x0                  83618  0    iosApp: (BackBoardServices) [com.apple.BackBoard:EventDelivery] policyStatus:<BKSHIDEventDeliveryPolicyObserver: 0x600002614ae0; token: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.ogabassey.contactscleaner.iosApp-default; status: ancestor> was:target
2026-01-26 18:16:47.999688+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:AppLifecycle] sceneOfRecord: sceneID: sceneID:com.ogabassey.contactscleaner.iosApp-default  persistentID: CA4837DB-9D3F-4EC6-9818-C2198C3F014B
2026-01-26 18:16:47.999853+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Ignoring already applied deactivation reason: 5; deactivation reasons: 2080
2026-01-26 18:16:47.999890+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 12; deactivation reasons: 2080 -> 6176; animating application lifecycle event: 1
2026-01-26 18:16:47.999965+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason removed: 11; deactivation reasons: 6176 -> 4128; animating application lifecycle event: 1
2026-01-26 18:16:48.000053+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneIntelligenceSupportSettings> on FBSSceneSettings
2026-01-26 18:16:48.000306+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] establishing connection to agent
2026-01-26 18:16:48.000717+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (libxpc.dylib) [com.apple.xpc:session] [0x60000211aad0] Session created.
2026-01-26 18:16:48.000716+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x10390f8a0> (CA4837DB-9D3F-4EC6-9818-C2198C3F014B)
2026-01-26 18:16:48.000732+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (libxpc.dylib) [com.apple.xpc:session] [0x60000211aad0] Session created from connection [0x103a07020]
2026-01-26 18:16:48.000771+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x103a07020] activating connection: mach=true listener=false peer=false name=com.apple.uiintelligencesupport.agent
2026-01-26 18:16:48.000847+0100 0x18b9ddb  Default     0x0                  83618  0    iosApp: (libxpc.dylib) [com.apple.xpc:session] [0x60000211aad0] Session activated
2026-01-26 18:16:48.004631+0100 0x18b9d62  Activity    0x5b589a2            83618  0    iosApp: (CoreFoundation) Updating Key-Value Observers Of Preferences
2026-01-26 18:16:48.049400+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x103c06d30] activating connection: mach=true listener=false peer=false name=com.apple.metal.simulator
2026-01-26 18:16:48.050428+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x100e0f7c0] activating connection: mach=true listener=false peer=false name=com.apple.metal.simulator
2026-01-26 18:16:48.050603+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x100e0f8f0] activating connection: mach=true listener=false peer=false name=com.apple.metal.simulator
2026-01-26 18:16:48.075587+0100 0x18b9e00  Default     0x0                  83618  0    iosApp: (libxpc.dylib) [com.apple.xpc:connection] [0x100c05890] activating connection: mach=true listener=false peer=false name=com.apple.fontservicesd
2026-01-26 18:16:48.084030+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] Reloading input views for key-window scene responder: <ComposeAppandroidx.compose.ui.window.UserInputView9: 0x103a10be0; frame = (0 0; 0 0); > force:N
2026-01-26 18:16:48.084694+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] _reloadInputViewsForKeyWindowSceneResponder: 1 force: 0, fromBecomeFirstResponder: 1 (automaticKeyboard: 1, reloadIdentifier: 5F47D4B0-18A3-4C0C-8180-18E3A2A9314F)
2026-01-26 18:16:48.084735+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] _inputViewsForResponder: <ComposeAppandroidx.compose.ui.window.UserInputView9: 0x103a10be0; frame = (0 0; 0 0); >, automaticKeyboard: 1, force: 0
2026-01-26 18:16:48.084837+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] _inputViewsForResponder, found custom inputView: <(null): 0x0>, customInputViewController: <(null): 0x0>
2026-01-26 18:16:48.084869+0100 0x18b9d62  Default     0x0                  83618  0    iosApp: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] _inputViewsForResponder, found inputAccessoryView: <(null): 0x0>
